Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,GOOG,GOOG,GOOG,GOOG,GOOG,,,
2021-02-22,2021,2,22,Monday,08,2021-08,102.45,103.66,102.21,102.34,27350000,-0.017257246796739456,103.24428571428571,95.37058823529412
2021-02-23,2021,2,23,Tuesday,08,2021-08,100.37,103.19,99.23,102.64,33348000,0.002896050657031024,103.75214285714286,95.57828571428571
2021-02-24,2021,2,24,Wednesday,08,2021-08,101.2,104.12,101.02,103.84,24966000,0.011738887850704982,103.84071428571428,95.80777777777777
2021-02-25,2021,2,25,Thursday,08,2021-08,102.47,103.83,100.18,100.68,36568000,-0.030455588502186548,103.73071428571428,95.93945945945947
2021-02-26,2021,2,26,Friday,08,2021-08,101.63,102.65,99.92,100.95,41670000,0.0027074863676557204,103.51428571428572,96.07131578947369
2021-03-01,2021,3,1,Monday,09,2021-09,101.93,103.41,101.41,103.17,28090000,0.021921082530953928,103.47428571428573,96.25333333333333
2021-03-02,2021,3,2,Tuesday,09,2021-09,102.9,104.3,102.66,102.88,22692000,-0.00272412019259638,103.44642857142857,96.41900000000001
2021-03-03,2021,3,3,Wednesday,09,2021-09,102.46,103.51,99.62,100.45,29684000,-0.023667425812705534,103.20357142857144,96.51731707317073
2021-03-04,2021,3,4,Thursday,09,2021-09,100.28,103.55,100.13,101.56,42360000,0.011042471365048323,103.03785714285713,96.63738095238095
2021-03-05,2021,3,5,Friday,09,2021-09,102.75,104.98,101.43,104.51,43904000,0.029012920506940043,103.05357142857143,96.82046511627907
2021-03-08,2021,3,8,Monday,10,2021-10,104.14,105.51,100.2,100.32,32948000,-0.0400134795772068,102.70714285714284,96.9
2021-03-09,2021,3,9,Tuesday,10,2021-10,102.6,102.99,101.5,101.74,33946000,0.014094656715182952,102.4392857142857,97.00755555555556
2021-03-10,2021,3,10,Wednesday,10,2021-10,102.68,102.84,100.78,101.85,25372000,0.001135207758467871,102.21928571428573,97.11282608695652
2021-03-11,2021,3,11,Thursday,10,2021-10,102.8,105.36,102.71,104.81,24782000,0.029070102774936712,102.26714285714286,97.27659574468085
2021-03-12,2021,3,12,Friday,10,2021-10,103.34,103.6,101.48,102.19,34516000,-0.024990915861662577,102.25642857142859,97.37895833333333
2021-03-15,2021,3,15,Monday,11,2021-11,102.21,102.45,101.28,102.42,25962000,0.0022163657648532897,102.24071428571428,97.48183673469387
2021-03-16,2021,3,16,Tuesday,11,2021-11,103.04,105.25,102.6,103.71,29832000,0.012596288795135635,102.23142857142857,97.6064
2021-03-17,2021,3,17,Wednesday,11,2021-11,102.89,104.57,101.8,103.64,25980000,-0.0006883341232832851,102.44285714285715,97.96600000000001
2021-03-18,2021,3,18,Thursday,11,2021-11,102.15,102.87,100.79,100.92,27228000,-0.026235298136117358,102.4407142857143,98.2586
2021-03-19,2021,3,19,Friday,11,2021-11,101.21,101.76,100.0,101.27,46298000,0.003427970622492005,102.30499999999999,98.56379999999999
2021-03-22,2021,3,22,Monday,12,2021-12,101.2,102.0,100.42,101.04,39096000,-0.002256260845089786,102.17357142857144,98.81299999999999
2021-03-23,2021,3,23,Tuesday,12,2021-12,101.69,102.71,101.07,101.75,27340000,0.007049128090043766,102.26642857142858,99.0566
2021-03-24,2021,3,24,Wednesday,12,2021-12,102.37,103.0,101.19,101.36,23080000,-0.003848180066214346,102.25214285714286,99.3326
2021-03-25,2021,3,25,Thursday,12,2021-12,101.35,102.04,99.66,101.32,28378000,-0.0003422561295235438,102.02428571428571,99.62780000000001
2021-03-26,2021,3,26,Friday,12,2021-12,101.05,101.65,99.82,100.89,29870000,-0.004309521434097685,102.06500000000001,99.9066
2021-03-29,2021,3,29,Monday,13,2021-13,100.51,102.02,99.9,101.9,24596000,0.01002186168643604,102.07642857142858,100.21959999999999
2021-03-30,2021,3,30,Tuesday,13,2021-13,101.98,102.63,101.31,101.88,20732000,-0.00019930943995993822,102.07857142857142,100.53620000000001
2021-03-31,2021,3,31,Wednesday,13,2021-13,102.06,103.75,101.94,102.53,29198000,0.00636816512042504,101.91571428571429,100.8116
2021-04-01,2021,4,1,Thursday,13,2021-13,103.98,106.21,103.93,105.95,33980000,0.0334134241709132,102.1842857142857,101.06020000000001
2021-04-05,2021,4,5,Monday,14,2021-14,106.71,110.89,106.64,110.3,43298000,0.0410711288418224,102.74714285714286,101.39139999999999
2021-04-06,2021,4,6,Tuesday,14,2021-14,110.15,110.91,109.77,110.27,27060000,-0.0003593193005371198,103.21571428571428,101.7124
2021-04-07,2021,4,7,Wednesday,14,2021-14,110.33,111.76,110.29,111.5,25798000,0.011205727816356426,103.77714285714285,102.0596
2021-04-08,2021,4,8,Thursday,14,2021-14,112.9,113.2,111.9,112.28,27166000,0.007005435846535013,104.58857142857143,102.4048
2021-04-09,2021,4,9,Friday,14,2021-14,111.85,113.45,111.7,113.3,20888000,0.009022470765676749,105.44785714285715,102.85600000000001
2021-04-12,2021,4,12,Monday,15,2021-15,112.32,112.77,110.95,111.75,31318000,-0.013600841006996878,106.21285714285715,103.2442
2021-04-13,2021,4,13,Tuesday,15,2021-15,112.09,112.87,111.82,112.37,23310000,0.005534874852256344,106.97142857142856,103.67200000000001
2021-04-14,2021,4,14,Wednesday,15,2021-15,112.76,112.9,111.48,111.76,20220000,-0.0054824789948971775,107.71428571428571,104.0224
2021-04-15,2021,4,15,Thursday,15,2021-15,112.85,114.32,112.31,113.83,27472000,0.018546821889696696,108.60785714285716,104.3884
2021-04-16,2021,4,16,Friday,15,2021-15,114.14,114.31,113.22,113.88,22596000,0.00047902635998875454,109.53571428571429,104.61399999999999
2021-04-19,2021,4,19,Monday,16,2021-16,113.6,114.91,113.39,114.11,24688000,0.002019227715908567,110.40785714285713,104.8518
2021-04-20,2021,4,20,Tuesday,16,2021-16,114.39,114.47,112.59,113.68,21774000,-0.0038089513800604324,111.25071428571428,105.0458
2021-04-21,2021,4,21,Wednesday,16,2021-16,113.26,113.76,111.94,113.66,23930000,-0.00014825340177460067,112.0457142857143,105.2444
2021-04-22,2021,4,22,Thursday,16,2021-16,113.66,114.18,111.84,112.4,21096000,-0.01106272639432726,112.50642857142857,105.42699999999999
2021-04-23,2021,4,23,Friday,16,2021-16,113.18,115.27,112.91,114.75,28670000,0.020891401108371843,112.82428571428571,105.645
2021-04-26,2021,4,26,Monday,17,2021-17,114.98,116.04,114.68,115.32,20834000,0.004941047896012352,113.18500000000002,105.87380000000002
2021-04-27,2021,4,27,Tuesday,17,2021-17,115.78,115.85,114.21,114.35,31972000,-0.008432340912231884,113.38857142857144,106.075
2021-04-28,2021,4,28,Wednesday,17,2021-17,119.31,121.55,117.7,117.96,59728000,0.031549993995116044,113.79428571428572,106.3308
2021-04-29,2021,4,29,Thursday,17,2021-17,119.46,120.76,119.06,120.43,39554000,0.021000907787601664,114.30357142857143,106.62960000000001
2021-04-30,2021,4,30,Friday,17,2021-17,119.17,120.3,119.06,119.45,39142000,-0.008136276711708579,114.85357142857141,106.92
2021-05-03,2021,5,3,Monday,18,2021-18,119.09,119.93,118.18,118.71,33788000,-0.006202944525675824,115.30642857142857,107.2114
2021-05-04,2021,5,4,Tuesday,18,2021-18,117.45,117.92,114.57,116.68,35120000,-0.017084409825319113,115.65785714285714,107.4982
2021-05-05,2021,5,5,Wednesday,18,2021-18,117.39,118.07,116.54,116.81,21806000,0.0010576717490617948,115.87071428571429,107.7816
2021-05-06,2021,5,6,Thursday,18,2021-18,116.5,118.09,116.09,118.03,20618000,0.010442421646403632,116.16714285714285,108.06540000000001
2021-05-07,2021,5,7,Friday,18,2021-18,118.95,119.76,118.46,118.89,23272000,0.00728163200295584,116.50857142857144,108.4296
2021-05-10,2021,5,10,Monday,19,2021-19,117.71,117.86,115.72,116.06,26006000,-0.023775517773978128,116.67857142857143,108.7318
2021-05-11,2021,5,11,Tuesday,19,2021-19,113.59,115.09,113.15,114.43,32110000,-0.014049923935961273,116.73357142857142,108.957
2021-05-12,2021,5,12,Wednesday,19,2021-19,112.1,113.27,110.53,110.98,34934000,-0.030180714649751805,116.63214285714287,109.119
2021-05-13,2021,5,13,Thursday,19,2021-19,112.07,112.84,111.16,112.11,26670000,0.01022302813707987,116.44357142857143,109.3522
2021-05-14,2021,5,14,Friday,19,2021-19,113.59,115.04,113.17,114.8,26624000,0.023956870908755645,116.40642857142858,109.61699999999999
2021-05-17,2021,5,17,Monday,20,2021-20,114.46,115.15,113.75,115.06,19842000,0.0022667693880660256,116.45714285714287,109.82800000000002
2021-05-18,2021,5,18,Tuesday,20,2021-20,115.82,116.13,114.15,114.16,17302000,-0.007745365561958262,116.18571428571428,110.1048
2021-05-19,2021,5,19,Wednesday,20,2021-20,112.23,114.83,112.19,114.43,19350000,0.002292328178635561,115.75714285714285,110.35860000000001
2021-05-20,2021,5,20,Thursday,20,2021-20,115.38,116.99,115.04,116.77,23832000,0.020522227840701124,115.5657142857143,110.65700000000001
2021-05-21,2021,5,21,Friday,20,2021-20,117.27,117.41,116.09,116.23,22832000,-0.00466440344695318,115.38857142857144,110.8854
2021-05-24,2021,5,24,Monday,21,2021-21,117.32,119.87,116.97,119.28,21244000,0.026254764669471298,115.57428571428571,111.22720000000001
2021-05-25,2021,5,25,Tuesday,21,2021-21,119.94,120.58,119.1,119.4,18838000,0.0009971531565207137,115.75928571428572,111.5668
2021-05-26,2021,5,26,Wednesday,21,2021-21,119.59,121.08,119.57,120.61,21856000,0.010153226506746105,115.94357142857143,111.90480000000001
2021-05-27,2021,5,27,Thursday,21,2021-21,120.78,120.93,119.05,119.08,38962000,-0.01274679141587598,115.95714285714287,112.2136
2021-05-28,2021,5,28,Friday,21,2021-21,120.04,120.35,119.33,119.52,24108000,0.0037667826537577387,116.20428571428572,112.5856
2021-06-01,2021,6,1,Tuesday,22,2021-22,120.04,120.83,119.19,120.43,19166000,0.00756778542236658,116.63285714285713,112.96880000000002
2021-06-02,2021,6,2,Wednesday,22,2021-22,120.7,121.03,119.16,120.01,17158000,-0.0035107118333149723,117.27785714285713,113.34820000000002
2021-06-03,2021,6,3,Thursday,22,2021-22,118.7,119.43,118.1,119.18,18346000,-0.006884616257551102,117.78285714285714,113.6968
2021-06-04,2021,6,4,Friday,22,2021-22,120.07,121.62,119.83,121.52,25948000,0.019608189576090673,118.26285714285713,114.1
2021-06-07,2021,6,7,Monday,23,2021-23,121.49,122.32,120.99,122.23,23850000,0.00584463480230446,118.77499999999999,114.5182
2021-06-08,2021,6,8,Tuesday,23,2021-23,122.91,123.63,122.33,123.06,25060000,0.006796347034471628,119.41071428571429,114.9616
2021-06-09,2021,6,9,Wednesday,23,2021-23,123.88,124.16,123.28,123.48,20126000,0.0034435257011125042,120.05714285714285,115.3932
2021-06-10,2021,6,10,Thursday,23,2021-23,123.61,125.06,123.61,124.98,31234000,0.012121700042032835,120.64357142857143,115.85520000000001
2021-06-11,2021,6,11,Friday,23,2021-23,125.14,125.25,123.82,124.6,25240000,-0.0030417315533177725,121.24142857142859,116.2966
2021-06-14,2021,6,14,Monday,24,2021-24,124.57,125.31,123.95,125.25,22550000,0.005214954373205849,121.66785714285716,116.68259999999998
2021-06-15,2021,6,15,Tuesday,24,2021-24,125.42,125.75,124.55,124.93,22182000,-0.0025247815151491215,122.06285714285715,116.9752
2021-06-16,2021,6,16,Wednesday,24,2021-24,125.14,125.42,123.06,124.6,26316000,-0.0026698590084337503,122.34785714285715,117.26180000000001
2021-06-17,2021,6,17,Thursday,24,2021-24,124.43,126.08,124.42,125.27,25756000,0.005366136431367519,122.78999999999999,117.5372
2021-06-18,2021,6,18,Friday,24,2021-24,124.61,125.28,123.51,124.47,53306000,-0.006358328025946158,123.14357142857143,117.781
2021-06-21,2021,6,21,Monday,25,2021-25,124.64,125.93,124.04,125.35,26256000,0.00706786620182176,123.495,118.022
2021-06-22,2021,6,22,Tuesday,25,2021-25,125.34,126.16,124.93,125.89,20984000,0.004306003748907994,123.915,118.3048
2021-06-23,2021,6,23,Wednesday,25,2021-25,125.44,126.68,125.15,125.36,19694000,-0.004236270709704004,124.35642857142857,118.56460000000001
2021-06-24,2021,6,24,Thursday,25,2021-25,125.94,126.42,125.85,126.17,18934000,0.006488221406553807,124.68857142857144,118.85279999999999
2021-06-25,2021,6,25,Friday,25,2021-25,125.85,126.39,125.34,125.89,33484000,-0.0022549021445636974,124.95,119.094
2021-06-28,2021,6,28,Monday,26,2021-26,125.89,126.22,124.87,125.71,28110000,-0.0013819383051395517,125.1392857142857,119.33059999999999
2021-06-29,2021,6,29,Tuesday,26,2021-26,125.66,125.89,124.34,124.92,20950000,-0.00631599607482114,125.24214285714287,119.5468
2021-06-30,2021,6,30,Wednesday,26,2021-26,124.56,124.7,123.67,124.22,24006000,-0.005574617600862308,125.18785714285715,119.7576
2021-07-01,2021,7,1,Thursday,26,2021-26,123.76,125.36,123.76,125.26,17120000,0.008398668285400035,125.235,119.9896
2021-07-02,2021,7,2,Friday,26,2021-26,125.73,127.72,125.66,127.59,21160000,0.018600353147979032,125.40214285714285,120.2934
2021-07-06,2021,7,6,Tuesday,27,2021-27,128.32,128.75,127.29,128.64,21350000,0.008172862899765931,125.66714285714285,120.5712
2021-07-07,2021,7,7,Wednesday,27,2021-27,129.2,129.5,128.63,128.94,16680000,0.0023618253300221603,125.97714285714285,120.84359999999998
2021-07-08,2021,7,8,Thursday,27,2021-27,127.13,128.9,126.92,128.05,19780000,-0.006922749668501149,126.17571428571429,121.1176
2021-07-09,2021,7,9,Friday,27,2021-27,127.82,128.71,127.82,128.44,15106000,0.003077067541048528,126.4592857142857,121.3272
2021-07-12,2021,7,12,Monday,28,2021-28,128.7,129.63,128.47,129.42,16944000,0.007636638472491741,126.75,121.507
2021-07-13,2021,7,13,Tuesday,28,2021-28,129.74,130.89,129.5,129.85,16618000,0.0032973899592778633,127.03285714285714,121.715
2021-07-14,2021,7,14,Wednesday,28,2021-28,130.75,131.83,130.75,130.93,17912000,0.008305455762443126,127.43071428571429,121.9594
2021-07-15,2021,7,15,Thursday,28,2021-28,131.34,131.44,129.46,130.12,16586000,-0.006177957337247908,127.71285714285715,122.2282
2021-07-16,2021,7,16,Friday,28,2021-28,130.49,131.03,129.68,130.69,14856000,0.004411025229446031,128.0557142857143,122.5058
2021-07-19,2021,7,19,Monday,29,2021-29,130.01,130.1,127.41,128.12,25710000,-0.0196556705453087,128.22785714285715,122.70759999999999
2021-07-20,2021,7,20,Tuesday,29,2021-29,128.87,130.85,128.06,129.96,19084000,0.014293492798053808,128.58785714285713,122.929
2021-07-21,2021,7,21,Wednesday,29,2021-29,129.64,131.46,129.46,131.44,14742000,0.011433902754527825,129.10357142857143,123.2366
2021-07-22,2021,7,22,Thursday,29,2021-29,131.49,132.34,131.24,132.16,13608000,0.005490264456522009,129.59642857142856,123.59120000000001
2021-07-23,2021,7,23,Friday,29,2021-29,134.08,137.6,133.52,136.61,26378000,0.03365752458797022,130.2407142857143,124.10379999999999
2021-07-26,2021,7,26,Monday,30,2021-30,137.04,138.49,136.45,138.42,23052000,0.013267658322251297,130.93928571428572,124.63
2021-07-27,2021,7,27,Tuesday,30,2021-30,138.79,138.79,133.92,135.6,42164000,-0.020394611452971834,131.41500000000002,125.046
2021-07-28,2021,7,28,Wednesday,30,2021-30,137.35,138.46,135.16,135.19,54688000,-0.0030337320395411593,131.92499999999998,125.44859999999998
2021-07-29,2021,7,29,Thursday,30,2021-30,135.19,135.95,134.95,135.35,19284000,0.0011659426460057798,132.41857142857143,125.8724
2021-07-30,2021,7,30,Friday,30,2021-30,134.33,134.58,133.64,134.04,23954000,-0.009664137349305824,132.74857142857144,126.26459999999999
2021-08-02,2021,8,2,Monday,31,2021-31,134.3,134.83,133.49,134.8,20140000,0.0056836033728913105,133.10214285714287,126.6252
2021-08-03,2021,8,3,Tuesday,31,2021-31,134.81,135.14,133.01,135.09,19064000,0.0021361012659832923,133.39928571428572,127.0024
2021-08-04,2021,8,4,Wednesday,31,2021-31,135.06,135.34,134.23,134.84,16528000,-0.0018455494573142994,133.73642857142858,127.31360000000001
2021-08-05,2021,8,5,Thursday,31,2021-31,134.84,135.75,134.41,135.74,11866000,0.0067008032612523305,134.09714285714284,127.64040000000001
2021-08-06,2021,8,6,Friday,31,2021-31,135.1,135.88,134.86,135.84,13560000,0.000701096496035003,134.64857142857142,127.945
2021-08-09,2021,8,9,Monday,32,2021-32,135.75,137.11,135.24,136.8,12374000,0.0070491879516108025,135.13714285714286,128.2994
2021-08-10,2021,8,10,Tuesday,32,2021-32,136.87,137.34,136.03,136.89,16034000,0.0006848813883593152,135.52642857142857,128.6468
2021-08-11,2021,8,11,Wednesday,32,2021-32,137.07,137.63,136.15,136.49,15204000,-0.0029472101601615286,135.8357142857143,128.968
2021-08-12,2021,8,12,Thursday,32,2021-32,136.51,137.21,135.58,137.18,14646000,0.005083872606474582,135.87642857142856,129.3114
2021-08-13,2021,8,13,Friday,32,2021-32,137.15,137.46,136.8,137.2,12580000,0.00011924055335632566,135.78928571428574,129.6718
2021-08-16,2021,8,16,Monday,33,2021-33,136.79,137.78,134.98,137.7,18040000,0.0036847833606301617,135.93928571428572,129.9954
2021-08-17,2021,8,17,Tuesday,33,2021-33,136.98,137.51,135.59,136.1,21272000,-0.011629207064864922,136.00428571428571,130.27280000000002
2021-08-18,2021,8,18,Wednesday,33,2021-33,135.92,137.09,135.23,135.38,14934000,-0.005320485956253562,136.00642857142856,130.5192
2021-08-19,2021,8,19,Thursday,33,2021-33,134.28,136.25,134.17,135.72,18296000,0.0025152079061951937,136.12642857142856,130.764
2021-08-20,2021,8,20,Friday,33,2021-33,135.88,137.4,135.27,137.23,15564000,0.011127182496293964,136.3,131.009
2021-08-23,2021,8,23,Monday,34,2021-34,137.78,140.93,137.54,139.87,21090000,0.01923284342123499,136.64142857142858,131.3144
2021-08-24,2021,8,24,Tuesday,34,2021-34,140.31,141.76,140.12,141.15,15126000,0.00920624187715835,137.09214285714285,131.63240000000002
2021-08-25,2021,8,25,Wednesday,34,2021-34,141.63,142.06,141.19,141.7,12838000,0.0038729095023191107,137.51785714285714,131.9678
2021-08-26,2021,8,26,Thursday,34,2021-34,141.37,141.88,140.85,140.88,14922000,-0.0057851751387364425,137.87785714285715,132.2934
2021-08-27,2021,8,27,Friday,34,2021-34,140.87,143.74,140.78,143.29,24562000,0.017080354316163504,138.34142857142857,132.65380000000002
2021-08-30,2021,8,30,Monday,35,2021-35,143.44,145.21,143.34,144.2,16916000,0.006357615752992096,138.86357142857142,133.04840000000002
2021-08-31,2021,8,31,Tuesday,35,2021-35,144.61,144.84,143.73,144.19,26756000,-5.163927721518746e-05,139.41357142857143,133.4252
2021-09-01,2021,9,1,Wednesday,35,2021-35,144.38,145.54,144.34,144.57,15824000,0.00261225694025935,139.94142857142856,133.7988
2021-09-02,2021,9,2,Thursday,35,2021-35,144.67,145.05,142.85,142.96,21844000,-0.011128552321379104,140.35285714285712,134.1508
2021-09-03,2021,9,3,Friday,35,2021-35,142.89,144.11,142.25,143.51,19104000,0.003855188617016392,140.76785714285714,134.4976
2021-09-07,2021,9,7,Tuesday,36,2021-36,143.48,144.55,143.28,144.25,15170000,0.005139259744577629,141.35,134.8648
2021-09-08,2021,9,8,Wednesday,36,2021-36,144.12,144.28,142.94,143.62,15486000,-0.004367218264439865,141.93857142857144,135.22299999999998
2021-09-09,2021,9,9,Thursday,36,2021-36,143.62,144.4,143.17,143.65,14798000,0.00020718009719611352,142.505,135.5976
2021-09-10,2021,9,10,Friday,36,2021-36,144.17,144.74,140.5,140.68,32896000,-0.02065019618015662,142.75142857142856,135.92680000000001
2021-09-13,2021,9,13,Monday,37,2021-37,141.95,142.93,141.04,142.21,20176000,0.010879047564609001,142.91857142857143,136.2658
2021-09-14,2021,9,14,Tuesday,37,2021-37,142.9,143.46,141.66,142.15,18916000,-0.0004110537073697129,142.99,136.55700000000002
2021-09-15,2021,9,15,Wednesday,37,2021-37,142.5,144.31,141.01,143.94,20648000,0.01255168595420475,143.15,136.863
2021-09-16,2021,9,16,Thursday,37,2021-37,143.85,143.93,142.16,143.11,20292000,-0.0057331391791330955,143.30928571428572,137.1464
2021-09-17,2021,9,17,Friday,37,2021-37,142.54,142.99,139.83,140.23,60040000,-0.020156155723266456,143.09071428571428,137.39
2021-09-20,2021,9,20,Monday,38,2021-38,137.79,138.14,135.86,137.8,34918000,-0.017294261423404178,142.63357142857143,137.5772
2021-09-21,2021,9,21,Tuesday,38,2021-38,138.89,139.58,137.69,138.43,18130000,0.0045282944490938615,142.22214285714287,137.7574
2021-09-22,2021,9,22,Wednesday,38,2021-38,138.83,140.35,138.25,139.71,22068000,0.00925187686930462,141.875,137.9546
2021-09-23,2021,9,23,Thursday,38,2021-38,140.37,141.01,139.86,140.59,17272000,0.0063008003323787865,141.7057142857143,138.1478
2021-09-24,2021,9,24,Friday,38,2021-38,139.71,141.65,139.62,141.39,14950000,0.005686323670349269,141.55428571428573,138.3732
2021-09-27,2021,9,27,Monday,39,2021-39,140.35,141.25,139.27,140.26,18844000,-0.007936519071377934,141.2692857142857,138.5646
2021-09-28,2021,9,28,Tuesday,39,2021-39,137.87,138.39,134.51,134.99,42190000,-0.037575543695951064,140.65285714285713,138.702
2021-09-29,2021,9,29,Wednesday,39,2021-39,135.91,136.2,133.08,133.35,26338000,-0.012211547612884566,139.91714285714286,138.7698
2021-09-30,2021,9,30,Thursday,39,2021-39,133.15,134.4,131.84,132.1,35294000,-0.009332962120372046,139.30428571428573,138.783
2021-10-01,2021,10,1,Friday,39,2021-39,132.39,135.87,132.21,135.27,28388000,0.023989648575275746,138.8085714285714,138.8452
2021-10-04,2021,10,4,Monday,40,2021-40,134.51,134.51,130.02,132.6,31530000,-0.019767297315772536,138.1264285714286,138.765
2021-10-05,2021,10,5,Tuesday,40,2021-40,132.83,136.16,132.83,134.99,24126000,0.01803158366675084,137.48714285714286,138.6964
2021-10-06,2021,10,6,Wednesday,40,2021-40,133.45,136.65,133.31,136.15,19764000,0.008643080160863681,136.98999999999998,138.7074
2021-10-07,2021,10,7,Thursday,40,2021-40,137.65,138.93,137.35,137.97,18250000,0.013334252310892358,136.82857142857142,138.763
2021-10-08,2021,10,8,Friday,40,2021-40,138.68,139.09,138.21,138.83,18924000,0.006254298717498719,136.90214285714288,138.8326
2021-10-11,2021,10,11,Monday,41,2021-41,138.58,139.53,137.59,137.63,16584000,-0.008628902459880128,136.845,138.9044
2021-10-12,2021,10,12,Tuesday,41,2021-41,138.42,138.47,135.06,135.52,22536000,-0.015372868815037521,136.54571428571427,138.9188
2021-10-13,2021,10,13,Wednesday,41,2021-41,136.55,137.34,135.78,136.69,16380000,0.008682268928748016,136.26714285714286,138.9508
2021-10-14,2021,10,14,Thursday,41,2021-41,138.73,140.41,138.12,140.18,21426000,0.025467858259522913,136.1807142857143,139.0576
2021-10-15,2021,10,15,Friday,41,2021-41,140.96,140.96,139.83,140.44,21250000,0.001859886719553172,136.19357142857143,139.1516
2021-10-18,2021,10,18,Monday,42,2021-42,139.98,141.75,139.98,141.71,16564000,0.009073557311449987,136.67357142857142,139.269
2021-10-19,2021,10,19,Tuesday,42,2021-42,142.04,142.85,141.85,142.57,15316000,0.0060261584332892415,137.33214285714286,139.3844
2021-10-20,2021,10,20,Wednesday,42,2021-42,142.96,142.99,140.67,141.17,17940000,-0.009783110458653987,137.98,139.47
2021-10-21,2021,10,21,Thursday,42,2021-42,140.95,141.6,140.4,141.53,14850000,0.002566544794070147,138.42714285714285,139.5708
2021-10-22,2021,10,22,Friday,42,2021-42,139.12,140.32,135.97,137.41,30182000,-0.029104036954194168,138.7707142857143,139.5754
2021-10-25,2021,10,25,Monday,43,2021-43,137.6,137.99,135.55,137.56,21082000,0.0010676774235027775,138.9542857142857,139.5826
2021-10-26,2021,10,26,Tuesday,43,2021-43,139.38,139.61,137.79,138.45,28258000,0.00647798859341564,139.11857142857144,139.5976
2021-10-27,2021,10,27,Wednesday,43,2021-43,138.68,147.81,138.68,145.15,51850000,0.048366988687110535,139.6314285714286,139.7786
2021-10-28,2021,10,28,Thursday,43,2021-43,146.01,146.14,143.5,144.85,32418000,-0.002038391136457207,140.0614285714286,139.968
2021-10-29,2021,10,29,Friday,43,2021-43,144.25,147.31,143.9,146.97,28954000,0.01465477665997339,140.72857142857143,140.19299999999998
2021-11-01,2021,11,1,Monday,44,2021-44,146.87,147.1,142.32,142.52,32272000,-0.03032630782053236,141.22857142857143,140.2988
2021-11-02,2021,11,2,Tuesday,44,2021-44,143.54,145.64,143.38,144.59,21150000,0.014529511430643849,141.79285714285714,140.3932
2021-11-03,2021,11,3,Wednesday,44,2021-44,145.0,145.63,143.79,145.51,17886000,0.00635549911663813,142.17357142857142,140.4804
2021-11-04,2021,11,4,Thursday,44,2021-44,145.91,148.64,145.35,147.38,24700000,0.012895825630031332,142.66928571428573,140.594
2021-11-05,2021,11,5,Friday,44,2021-44,148.05,149.25,147.35,147.94,20408000,0.0037531080053603283,143.1142857142857,140.7352
2021-11-08,2021,11,8,Monday,45,2021-45,148.69,149.71,147.82,148.05,18388000,0.000740367970514022,143.50571428571428,140.8304
2021-11-09,2021,11,9,Tuesday,45,2021-45,148.44,149.06,146.22,147.94,16876000,-0.0006896262423656818,143.9892857142857,140.9052
2021-11-10,2021,11,10,Wednesday,45,2021-45,146.72,147.4,144.05,145.34,22708000,-0.01757135610900784,144.26142857142858,140.9282
2021-11-11,2021,11,11,Thursday,45,2021-45,145.82,147.2,145.41,145.47,12464000,0.0008320997763850979,144.83714285714285,140.94619999999998
2021-11-12,2021,11,12,Friday,45,2021-45,146.54,148.55,145.17,148.34,17048000,0.019744522997776404,145.60714285714286,141.0538
2021-11-15,2021,11,15,Monday,46,2021-46,148.69,149.16,147.35,148.08,16248000,-0.0017206272106387033,146.29500000000002,141.14520000000002
2021-11-16,2021,11,16,Tuesday,46,2021-46,147.87,148.52,147.05,147.77,17254000,-0.002088466570108971,146.48214285714286,141.21560000000002
2021-11-17,2021,11,17,Wednesday,46,2021-46,147.92,148.32,147.26,147.76,15290000,-9.396497068503429e-05,146.69,141.29840000000002
2021-11-18,2021,11,18,Thursday,46,2021-46,147.84,150.28,147.7,149.39,26658000,0.011048943827418611,146.86285714285714,141.4132
2021-11-19,2021,11,19,Friday,46,2021-46,149.68,150.52,148.58,148.64,19766000,-0.005019333452700225,147.29999999999998,141.5724
2021-11-22,2021,11,22,Monday,47,2021-47,148.83,149.43,145.72,145.79,24608000,-0.01916623697145825,147.3857142857143,141.644
2021-11-23,2021,11,23,Tuesday,47,2021-47,145.83,146.4,143.62,145.47,18126000,-0.002185836387242124,147.38285714285715,141.7104
2021-11-24,2021,11,24,Wednesday,47,2021-47,145.07,145.72,143.93,145.44,16464000,-0.0002691473817917345,147.24428571428572,141.74040000000002
2021-11-26,2021,11,26,Friday,47,2021-47,143.75,144.03,141.24,141.56,16992000,-0.02666000366793675,146.78857142857143,141.7094
2021-11-29,2021,11,29,Monday,48,2021-48,143.04,145.58,143.04,144.84,26276000,0.023164248554592426,146.55928571428572,141.8016
2021-11-30,2021,11,30,Tuesday,48,2021-48,144.18,145.35,140.82,141.21,41590000,-0.02506268674201617,146.07857142857142,141.8698
2021-12-01,2021,12,1,Wednesday,48,2021-48,142.95,145.22,140.26,140.38,28476000,-0.005854566976110087,145.7242857142857,141.90879999999999
2021-12-02,2021,12,2,Thursday,48,2021-48,140.58,143.41,139.75,142.52,21250000,0.01524158138010101,145.51357142857142,141.965
2021-12-03,2021,12,3,Friday,48,2021-48,143.23,143.94,139.92,141.27,26688000,-0.008735800336310273,145.00857142857143,141.9786
