Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,SPY,SPY,SPY,SPY,SPY,,,
2021-01-28,2021,1,28,Thursday,04,2021-04,349.47,354.64,349.03,350.65,94198100,0.008600004336387412,353.0157142857143,351.57388888888886
2021-01-29,2021,1,29,Friday,04,2021-04,348.79,349.75,341.95,343.63,126765100,-0.020019248138937518,352.2735714285714,351.1557894736842
2021-02-01,2021,2,1,Monday,05,2021-05,347.01,350.38,343.91,349.35,75817600,0.016645319567933026,352.1107142857142,351.0655
2021-02-02,2021,2,2,Tuesday,05,2021-05,352.52,355.84,349.43,354.29,64450700,0.014140132207052014,352.2957142857143,351.2190476190476
2021-02-03,2021,2,3,Wednesday,05,2021-05,355.11,356.28,353.29,354.56,52427100,0.000786272007734512,352.4321428571429,351.3709090909091
2021-02-04,2021,2,4,Thursday,05,2021-05,355.59,358.64,354.68,358.59,47142600,0.011365735317483416,352.94428571428574,351.6847826086956
2021-02-05,2021,2,5,Friday,05,2021-05,360.46,360.71,358.55,360.0,48669800,0.003935953461301267,353.74071428571426,352.03125
2021-02-08,2021,2,8,Monday,06,2021-06,361.45,362.65,360.6,362.6,38365200,0.007221970455660198,354.52714285714285,352.454
2021-02-09,2021,2,9,Tuesday,06,2021-06,361.77,362.96,361.36,362.36,35551100,-0.0006661427858335456,354.9485714285714,352.835
2021-02-10,2021,2,10,Wednesday,06,2021-06,364.1,364.25,359.81,362.21,59154400,-0.0004354079469277572,355.3364285714286,353.1822222222222
2021-02-11,2021,2,11,Thursday,06,2021-06,363.28,363.7,360.37,362.79,42913300,0.0016151656046061724,355.8557142857143,353.5253571428571
2021-02-12,2021,2,12,Friday,06,2021-06,361.99,364.82,361.92,364.58,50593300,0.0049396353710935426,356.40285714285716,353.90655172413796
2021-02-16,2021,2,16,Tuesday,07,2021-07,365.81,366.0,363.55,364.27,50972400,-0.0008657661515651949,356.9671428571429,354.252
2021-02-17,2021,2,17,Wednesday,07,2021-07,362.52,364.6,361.51,364.35,52290600,0.00022946807390322732,358.15928571428566,354.57774193548386
2021-02-18,2021,2,18,Thursday,07,2021-07,361.75,363.54,360.03,362.8,59712800,-0.004256037336335283,359.02714285714285,354.8346875
2021-02-19,2021,2,19,Friday,07,2021-07,364.05,364.34,361.71,362.16,83241000,-0.0017659487827748066,360.3507142857143,355.0566666666667
2021-02-22,2021,2,22,Monday,08,2021-08,359.4,361.78,359.1,359.37,67414200,-0.0076919362752884135,361.0664285714285,355.1835294117647
2021-02-23,2021,2,23,Tuesday,08,2021-08,357.17,361.16,353.03,359.81,107284100,0.0012142543731712419,361.4607142857143,355.31571428571425
2021-02-24,2021,2,24,Wednesday,08,2021-08,358.72,364.2,357.74,363.77,72433900,0.011019528847988846,362.11857142857144,355.55055555555555
2021-02-25,2021,2,25,Thursday,08,2021-08,362.51,363.88,353.57,355.01,146670500,-0.02409595900999084,361.86285714285714,355.53594594594597
2021-02-26,2021,2,26,Friday,08,2021-08,356.89,358.03,351.2,353.18,152701600,-0.00515252156698065,361.3757142857143,355.4739473684211
2021-03-01,2021,3,1,Monday,09,2021-09,358.04,362.99,353.38,361.74,105348800,0.024240374540547283,361.3142857142857,355.63461538461536
2021-03-02,2021,3,2,Tuesday,09,2021-09,361.96,362.2,358.42,358.92,79595300,-0.0078033228891959405,361.06857142857143,355.71675
2021-03-03,2021,3,3,Wednesday,09,2021-09,358.22,359.19,354.06,354.16,119940200,-0.013245593949448242,360.49357142857144,355.6787804878049
2021-03-04,2021,3,4,Thursday,09,2021-09,353.98,356.56,345.31,349.78,183433000,-0.012374904795333763,359.5642857142857,355.53833333333336
2021-03-05,2021,3,5,Friday,09,2021-09,353.27,357.27,346.01,356.22,152039600,0.01839665800211776,358.96714285714285,355.55418604651163
2021-03-08,2021,3,8,Monday,10,2021-10,357.17,359.98,354.16,354.44,123149200,-0.004978623693649986,358.26500000000004,355.52886363636367
2021-03-09,2021,3,9,Tuesday,10,2021-10,358.28,362.05,357.78,359.5,113633600,0.014277288777111874,357.91857142857145,355.6171111111111
2021-03-10,2021,3,10,Wednesday,10,2021-10,361.84,363.43,360.43,361.74,109899400,0.006224675752864117,357.84285714285716,355.7502173913044
2021-03-11,2021,3,11,Thursday,10,2021-10,364.2,367.38,363.75,365.41,86245000,0.010138912088709429,358.075,355.955744680851
2021-03-12,2021,3,12,Friday,10,2021-10,364.05,366.04,363.25,365.9,64653600,0.0013470331113416556,358.5414285714286,356.16291666666666
2021-03-15,2021,3,15,Monday,11,2021-11,366.15,368.34,364.02,368.08,73427200,0.005963376859312142,359.1321428571428,356.4061224489796
2021-03-16,2021,3,16,Tuesday,11,2021-11,368.7,369.4,366.85,367.62,73722500,-0.0012612185815668031,359.4071428571429,356.6304
2021-03-17,2021,3,17,Wednesday,11,2021-11,366.34,369.67,365.2,368.87,97959300,0.0034100552882545543,360.3971428571429,357.159
2021-03-18,2021,3,18,Thursday,11,2021-11,366.29,368.37,362.83,363.51,115349100,-0.014549751195829463,361.13499999999993,357.5332
2021-03-19,2021,3,19,Friday,11,2021-11,363.21,364.78,360.66,362.83,113624500,-0.001850335868702091,361.2128571428571,357.8526
2021-03-22,2021,3,22,Monday,12,2021-12,363.35,367.11,363.29,365.73,73778600,0.007984903414504085,361.69928571428574,358.12699999999995
2021-03-23,2021,3,23,Tuesday,12,2021-12,365.1,366.54,362.07,362.85,90686600,-0.007870833092044394,362.32000000000005,358.3036
2021-03-24,2021,3,24,Wednesday,12,2021-12,364.25,365.88,360.96,361.01,97588600,-0.005083381553450339,363.1221428571429,358.49120000000005
2021-03-25,2021,3,25,Thursday,12,2021-12,359.57,363.83,357.63,363.04,116128600,0.005625607011094935,363.6092857142857,358.718
2021-03-26,2021,3,26,Friday,12,2021-12,364.18,369.29,363.59,368.89,114409100,0.016114876000197453,364.64142857142855,359.0428
2021-03-29,2021,3,29,Monday,13,2021-13,367.42,369.61,365.94,368.7,108107600,-0.0005051403365230467,365.2985714285714,359.38840000000005
2021-03-30,2021,3,30,Tuesday,13,2021-13,367.43,368.39,366.13,367.72,76262200,-0.0026528718324622114,365.7257142857143,359.7658
2021-03-31,2021,3,31,Wednesday,13,2021-13,368.29,370.77,368.26,369.21,112734200,0.004053255663084565,365.9971428571429,360.1182
2021-04-01,2021,4,1,Thursday,13,2021-13,371.14,373.26,370.94,373.2,99682900,0.01079918498401411,366.5185714285714,360.45300000000003
2021-04-05,2021,4,5,Monday,14,2021-14,375.86,379.1,375.78,378.56,91684800,0.014352935866075223,367.2671428571429,360.8886
2021-04-06,2021,4,6,Tuesday,14,2021-14,378.0,379.38,377.66,378.33,62021000,-0.0005905878864668201,368.03214285714284,361.3448
2021-04-07,2021,4,7,Wednesday,14,2021-14,378.17,379.12,377.71,378.77,55836300,0.0011574328946639678,368.7392857142857,361.7818
2021-04-08,2021,4,8,Thursday,14,2021-14,380.02,380.63,379.09,380.57,57863100,0.004746845131800681,369.9578571428572,362.2658
2021-04-09,2021,4,9,Friday,14,2021-14,380.45,383.5,380.33,383.34,61104600,0.0072700209646294756,371.4228571428571,362.9794
2021-04-12,2021,4,12,Monday,15,2021-15,382.74,383.75,382.14,383.48,56704900,0.00036469477531153593,372.6907142857143,363.63599999999997
2021-04-13,2021,4,13,Tuesday,15,2021-15,383.37,385.24,382.99,384.61,56551000,0.002963606687055309,374.24499999999995,364.45560000000006
2021-04-14,2021,4,14,Wednesday,15,2021-15,384.59,385.64,382.76,383.3,61659900,-0.0034152952350271493,375.83714285714285,365.1346
2021-04-15,2021,4,15,Thursday,15,2021-15,385.43,387.69,385.39,387.42,60229800,0.010742544148404143,377.5785714285715,365.79720000000003
2021-04-16,2021,4,16,Friday,15,2021-15,388.7,389.32,387.29,388.71,82037300,0.003342525218605674,378.9942857142857,366.48019999999997
2021-04-19,2021,4,19,Monday,16,2021-16,387.78,388.23,385.48,386.8,78498500,-0.004913197636615463,380.2871428571429,367.0444
2021-04-20,2021,4,20,Tuesday,16,2021-16,385.59,386.69,382.5,383.97,81851800,-0.007321488519098418,381.4478571428572,367.5238
2021-04-21,2021,4,21,Wednesday,16,2021-16,383.36,387.81,383.22,387.6,66793000,0.009461969598187014,382.76142857142855,368.02380000000005
2021-04-22,2021,4,22,Thursday,16,2021-16,387.44,388.27,383.0,384.06,97582800,-0.00913274761028604,383.5371428571429,368.45779999999996
2021-04-23,2021,4,23,Friday,16,2021-16,384.62,389.63,384.55,388.23,73209200,0.010842350283297497,384.2278571428571,368.9782000000001
2021-04-26,2021,4,26,Monday,17,2021-17,388.88,389.61,388.29,389.04,52182400,0.002087340180402242,384.99285714285713,369.5032
2021-04-27,2021,4,27,Tuesday,17,2021-17,389.34,389.53,387.82,388.95,51303100,-0.00021524933269956303,385.71999999999997,369.9906
2021-04-28,2021,4,28,Wednesday,17,2021-17,389.22,390.34,388.38,388.84,51238900,-0.000287714737624456,386.31071428571425,370.48199999999997
2021-04-29,2021,4,29,Thursday,17,2021-17,391.56,391.94,387.95,391.32,78544300,0.006372828019347132,386.88071428571436,371.02139999999997
2021-04-30,2021,4,30,Friday,17,2021-17,389.06,389.9,387.86,388.75,85527000,-0.006570485875311394,387.25714285714287,371.54040000000003
2021-05-03,2021,5,3,Monday,18,2021-18,390.73,391.12,389.09,389.59,68128300,0.002156996906396813,387.61285714285714,372.089
2021-05-04,2021,5,4,Tuesday,18,2021-18,387.6,388.1,383.5,387.18,101591200,-0.006169502619492784,387.89,372.6452
2021-05-05,2021,5,5,Wednesday,18,2021-18,388.82,389.06,386.75,387.31,60162200,0.0003128334791882015,387.88214285714287,373.19520000000006
2021-05-06,2021,5,6,Thursday,18,2021-18,387.38,390.53,385.38,390.4,74321400,0.007985908379250839,388.0028571428571,373.7278
2021-05-07,2021,5,7,Friday,18,2021-18,391.16,393.89,390.48,393.24,67733800,0.007277733867778524,388.4628571428571,374.4924
2021-05-10,2021,5,10,Monday,19,2021-19,393.59,393.82,389.22,389.35,81852400,-0.009902386229925564,388.8471428571429,375.2158
2021-05-11,2021,5,11,Tuesday,19,2021-19,384.84,386.86,382.0,385.87,116888000,-0.008924616652830952,388.72357142857146,375.6984
2021-05-12,2021,5,12,Wednesday,19,2021-19,383.09,384.36,376.36,377.67,134811000,-0.0212453561792888,388.26714285714286,376.07340000000005
2021-05-13,2021,5,13,Thursday,19,2021-19,379.22,384.14,379.17,382.21,106394000,0.012012436416168004,387.83714285714285,376.63439999999997
2021-05-14,2021,5,14,Friday,19,2021-19,384.94,388.93,384.91,388.08,82201600,0.015355328206426933,387.7685714285714,377.4004
2021-05-17,2021,5,17,Monday,20,2021-20,386.97,387.9,385.08,387.09,65129200,-0.00254447623674503,387.6357142857143,378.01779999999997
